text,rating,length,clean_text,word_count
aku yakin makin kesini customer mu yang loyal itu akan pindah aplikasi lain. lu ngasih program yg sangat merugikan driver dan customer. setiap cs order dapat driver nya jauh. akhirnya driver gak gerak untuk jemput karena yang mereka dapat tarif dasar dri titik jemput ke tujuan 2.000/km. logikanya klo posisi driver 3km dari titik jemput lalu antar 4km yang mereka dapat 8ribu (dengan menempuh jarak 7km). jadi 8ribu di bagi 7km = rp 1.144/km itupun yang kata nya driver masih bayar program langcor.,1,499,aku yakin makin kesini customer mu yang loyal itu akan pindah aplikasi lain lu ngasih program yg sangat merugikan driver dan customer setiap cs order dapat driver nya jauh akhirnya driver gak gerak untuk jemput karena yang mereka dapat tarif dasar dri titik jemput ke tujuan km logikanya klo posisi driver km dari titik jemput lalu antar km yang mereka dapat ribu dengan menempuh jarak km jadi ribu di bagi km rp km itupun yang kata nya driver masih bayar program langcor,82
"map sering gak bisa jalan jadi gak bisa pantau pesanan sampai mana,hemmmmmm",5,75,map sering gak bisa jalan jadi gak bisa pantau pesanan sampai manahemmmmmm,12
"aplikasi layanan pengantaran yang sangat bagus dan juga harganya yang terjangkau juga cepat penjemputan maupun mengantarkan, aplikasi ok tanpa iklan tidak ribet",5,160,aplikasi layanan pengantaran yang sangat bagus dan juga harganya yang terjangkau juga cepat penjemputan maupun mengantarkan aplikasi ok tanpa iklan tidak ribet,22
ramah dan tidak ugal ugalan,5,27,ramah dan tidak ugal ugalan,5
busukapk nya cs nya busuk juga ga bisa ngatasin masalah malah di biarinlaporan dari tanggal 16 sampe saat ini ga di bales cs nya buruk,1,134,busukapk nya cs nya busuk juga ga bisa ngatasin masalah malah di biarinlaporan dari tanggal sampe saat ini ga di bales cs nya buruk,24
"semua jenis pelayanan baik driver, blanja makan minum juga saat di kota yang sdh tersedia belanja super marketnya, sangat memuaskan. tingkatkan terus inovasinya...",5,163,semua jenis pelayanan baik driver blanja makan minum juga saat di kota yang sdh tersedia belanja super marketnya sangat memuaskan tingkatkan terus inovasinya,23
nyari driver lambat,1,19,nyari driver lambat,3
mudah dan sangat membantu,5,25,mudah dan sangat membantu,4
gojek emang keren pas di dompet mantul,5,38,gojek emang keren pas di dompet mantul,7
pelayanan sangat baik dan lengkap,5,33,pelayanan sangat baik dan lengkap,5
luar biasa mantap,5,17,luar biasa mantap,3
"tidak sangat bagus,dibutuhkan tapi tidak direspon",1,49,tidak sangat bagusdibutuhkan tapi tidak direspon,6
"sangat mengecewakan. awalnya merasa senang memakai aplikasi gojek untuk order makanan. tapi hari ini saya dapat pengalaman tdk menyenangkan. saya mengorder makanan dan membayar dengan gopay, alan tetapi driver tdk mengantarkan pesanan makanan kepada sy, sedangakna driver sdh menyelesiakan pesanan. sangat buruk.. hati² bagi yg mengorder dgn pembayaran gopay. jgn smpai mengalami pengalman seperti sy",5,400,sangat mengecewakan awalnya merasa senang memakai aplikasi gojek untuk order makanan tapi hari ini saya dapat pengalaman tdk menyenangkan saya mengorder makanan dan membayar dengan gopay alan tetapi driver tdk mengantarkan pesanan makanan kepada sy sedangakna driver sdh menyelesiakan pesanan sangat buruk hati bagi yg mengorder dgn pembayaran gopay jgn smpai mengalami pengalman seperti sy,55
"bintang 1 saja ,untuk permasalahan pembatalan pesanan go food masih jauh dari harapan mau membatalkan pesanan karena driver tidak tersedia di suruh nunggu ,30 -60menit dah hilang mut mau mkn nya",1,194,bintang saja untuk permasalahan pembatalan pesanan go food masih jauh dari harapan mau membatalkan pesanan karena driver tidak tersedia di suruh nunggu menit dah hilang mut mau mkn nya,29
"gatau kenapa gojek di daerahku (jember kota) susah dapetnya, ga dapet² malah. padahal dulu lancar² aja. terus aku ganti ke apk gr.... langsung dapet gasampe 5 detik. tolong di perbaiki, waktu itu juga dapet driver yang ga pake helm & jaket gojek, dan juga pelayanannya terkesan cuek huaa.....akhirnya ku kasih bintang 1",1,319,gatau kenapa gojek di daerahku jember kota susah dapetnya ga dapet malah padahal dulu lancar aja terus aku ganti ke apk gr langsung dapet gasampe detik tolong di perbaiki waktu itu juga dapet driver yang ga pake helm jaket gojek dan juga pelayanannya terkesan cuek huaaakhirnya ku kasih bintang,49
aplikasi ok pertahankan 👍👍,5,26,aplikasi ok pertahankan,3
senang karena sangat membantu untuk ketempat tujuan,5,51,senang karena sangat membantu untuk ketempat tujuan,7
ngadain diskon tapi pencarian driver nya diperlama,1,50,ngadain diskon tapi pencarian driver nya diperlama,7
"bagus, bagus bangat",4,19,bagus bagus bangat,3
aplikasi yg sangat membantu sekali,5,34,aplikasi yg sangat membantu sekali,5
"tidak pernah ganti hp, tapi kalo isi gopay selalu minta verifikasi, yg motong pulsa 760 rupiah",5,94,tidak pernah ganti hp tapi kalo isi gopay selalu minta verifikasi yg motong pulsa rupiah,15
sejauh ini bagus tapi ksel klo pesanan gk ada ongkos harus sesuai,3,65,sejauh ini bagus tapi ksel klo pesanan gk ada ongkos harus sesuai,12
driver tepat waktu dan tujuan,5,29,driver tepat waktu dan tujuan,5
sementara 4 dulu karena gak bisa pakek promo,4,44,sementara dulu karena gak bisa pakek promo,7
baguss bngtt pelayanan mantapp,5,30,baguss bngtt pelayanan mantapp,4
"tolong dong berikan sistem untuk ngasih bintang ke driver yang nge cancel seenak jidat, masa driver doang yg bisa nge rating klo cust yg nge cancel, kita udh nunggu lama juga, giliran udh setengah jalan, si driver malah cancel seenaknya",5,236,tolong dong berikan sistem untuk ngasih bintang ke driver yang nge cancel seenak jidat masa driver doang yg bisa nge rating klo cust yg nge cancel kita udh nunggu lama juga giliran udh setengah jalan si driver malah cancel seenaknya,40
perlu perbaikan. mau login pakai pemindai wajah gagal terus,2,59,perlu perbaikan mau login pakai pemindai wajah gagal terus,9
"selama ini saya pakai jasa antar jemput gojek baik itu motor,mobil semuanya alhamdulillah sangat memuaskan..👍👍",5,110,selama ini saya pakai jasa antar jemput gojek baik itu motormobil semuanya alhamdulillah sangat memuaskan,15
"aplikasi oke,lancar tidak ada kendala.. sukses terus yaa..go,invest ,go pinjam ,gojek..",5,87,aplikasi okelancar tidak ada kendala sukses terus yaagoinvest go pinjam gojek,11
untuk aplikasi gojek atau gopay pinjam kalou mau infoin gopay pinjam jangan smua di hbungi di pesan iya di tlfon iya kalou udh di tlfon yaudh udh jgn malah di pesan juga skli cukup,1,180,untuk aplikasi gojek atau gopay pinjam kalou mau infoin gopay pinjam jangan smua di hbungi di pesan iya di tlfon iya kalou udh di tlfon yaudh udh jgn malah di pesan juga skli cukup,34
"banyak driver yg gamau ambil orderan tapi gamau cancel dan sengaja ga bales chat. sangat buang² waktu, pdhal fitur chat ada untuk komunikasi.",1,141,banyak driver yg gamau ambil orderan tapi gamau cancel dan sengaja ga bales chat sangat buang waktu pdhal fitur chat ada untuk komunikasi,23
cepat tepat aman,5,16,cepat tepat aman,3
"josgandos....aman...pokok e sip lagh trimakasih bapak² godrive yang udah senantiasa antar dan jemput kami..sehat,hati² dan lancar rejeki sarangeeeee🧡",5,149,josgandosamanpokok e sip lagh trimakasih bapak godrive yang udah senantiasa antar dan jemput kamisehathati dan lancar rejeki sarangeeeee,18
kadang ketemu mobil yang baunya kurang enak,4,43,kadang ketemu mobil yang baunya kurang enak,7
aku suka aplikasi nya bagus,5,27,aku suka aplikasi nya bagus,5
lama pas cari driver apalagi gocar padahal dh yang prioritas,2,60,lama pas cari driver apalagi gocar padahal dh yang prioritas,10
"drivernya dtg tepat waktu, dan sangat hati2 membawa penumpang",5,61,drivernya dtg tepat waktu dan sangat hati membawa penumpang,9
mantap. sangat membantu,5,23,mantap sangat membantu,3
tilok dan alamat dibogor tiba2 kegeser dan berubah jadi tilok sekolah dijakarta 😂,1,81,tilok dan alamat dibogor tiba kegeser dan berubah jadi tilok sekolah dijakarta,12
"setiap saya memesan go car, estimasi nya tidak pernah berubah. dan supirnya tidak membalas chat. saya menunggu lebih dari estimasi.",1,131,setiap saya memesan go car estimasi nya tidak pernah berubah dan supirnya tidak membalas chat saya menunggu lebih dari estimasi,20
very good and profesional service.,5,34,very good and profesional service,5
buat apa ngasih limit gede gede tapi gak bisa dipake semua kan tolol,1,68,buat apa ngasih limit gede gede tapi gak bisa dipake semua kan tolol,13
"sangat mengecewakan setiap saya mau order tranportasi pasti dapat yg jauh bgt , selalu begtu, padahal gojek disekitar saya banyak pada nganggur g dpt orderan, harus nya uda sampe rumah setengah jam kadang lebih mlh cm ngabisin waktu nunggu gojek dari dunia lain dlu🤮",1,266,sangat mengecewakan setiap saya mau order tranportasi pasti dapat yg jauh bgt selalu begtu padahal gojek disekitar saya banyak pada nganggur g dpt orderan harus nya uda sampe rumah setengah jam kadang lebih mlh cm ngabisin waktu nunggu gojek dari dunia lain dlu,43
1 jam cuma buat nyari driver baik ga usah itu pun harus di cancelin bagus grab,1,78,jam cuma buat nyari driver baik ga usah itu pun harus di cancelin bagus grab,15
good..excellent in service.,5,27,goodexcellent in service,3
"driver go foodnya gak mau ambil makanannya sampai restonya nunggu lama , ke pusat bantuan hanya ada pilihan keluhan yg gak guna , cs nya robot",1,142,driver go foodnya gak mau ambil makanannya sampai restonya nunggu lama ke pusat bantuan hanya ada pilihan keluhan yg gak guna cs nya robot,24
aplikasi andalan kalo daruratt mantepp pooll,5,44,aplikasi andalan kalo daruratt mantepp pooll,6
oke tank yuo,5,12,oke tank yuo,3
"lancar, aman dan slamet sampai tujuan.",5,38,lancar aman dan slamet sampai tujuan,6
baru nyoba investasi emas lewat gojek semoga konsisten dan aman,5,63,baru nyoba investasi emas lewat gojek semoga konsisten dan aman,10
sebel bgt sm fitur di gofood skrg stiap mau pesen makanan bisanya pilih yg cepat ketimbang yg murah sengaja bgt bayar ongkir 2x lipat,1,133,sebel bgt sm fitur di gofood skrg stiap mau pesen makanan bisanya pilih yg cepat ketimbang yg murah sengaja bgt bayar ongkir x lipat,24
melayani dengan hati,5,20,melayani dengan hati,3
knpa loginnya susah bener sinyal bagus tolong diperbaiki lagi,1,61,knpa loginnya susah bener sinyal bagus tolong diperbaiki lagi,9
"parah sih driver lu pada min kalo hujan, atau habis ujan pada kompak bgt nonaktif aplikasi.. kejadian di st. palmerah gw mesen lewat aplikasi, pada maunya tanpa aplikasi. padahal di aplikasi cuma 15k-17k doang. pada getok harga offline 25k-35k. anjjj.. pake aplikasi sampe 1jam ga dapet driver. evaluasi lagi dehhh tuuu 🫠. nanti gw ubah bintang klo udah bner.",2,359,parah sih driver lu pada min kalo hujan atau habis ujan pada kompak bgt nonaktif aplikasi kejadian di st palmerah gw mesen lewat aplikasi pada maunya tanpa aplikasi padahal di aplikasi cuma kk doang pada getok harga offline kk anjjj pake aplikasi sampe jam ga dapet driver evaluasi lagi dehhh tuuu nanti gw ubah bintang klo udah bner,58
layanan transportasi yang efesien praktis,5,41,layanan transportasi yang efesien praktis,5
"murah, mudah dan amanah",5,23,murah mudah dan amanah,4
mantap sukses terus dam jaya selalu gojek,5,41,mantap sukses terus dam jaya selalu gojek,7
"driver hebat ,,makasih ,,",5,25,driver hebat makasih,3
"masa driver tidak bergerak, tidak ada respon telp mau pun chat saya kena potongan 3000 untuk pembatalan, klodriver nya diam tak bergerak trus gmn apa kita sebagai castamer ga boleh mlkukan pembatalan gtu... tolong donk saya dua kali harus bayar 3000x2 pembatalan gila ga tuh... tolong kasih solusi ke kita sbgai castamer",4,320,masa driver tidak bergerak tidak ada respon telp mau pun chat saya kena potongan untuk pembatalan klodriver nya diam tak bergerak trus gmn apa kita sebagai castamer ga boleh mlkukan pembatalan gtu tolong donk saya dua kali harus bayar x pembatalan gila ga tuh tolong kasih solusi ke kita sbgai castamer,51
muantaab 👍👍 apk yg keren banget sangat membantu dalam berbagai bidang pekerjaan 👍👍,5,82,muantaab apk yg keren banget sangat membantu dalam berbagai bidang pekerjaan,11
semua bisa mudah sat-set 2x,5,27,semua bisa mudah satset x,5
"sejauh ini saya pakai gojek sangat baik... drivernya baik2 n sopan2,.. terimakasih gojek 🙏🙏🙏🙏🙏",5,94,sejauh ini saya pakai gojek sangat baik drivernya baik n sopan terimakasih gojek,13
"paylater itu riba, riba hukumnya haram",1,38,paylater itu riba riba hukumnya haram,6
"jelek banget sekarang pelayanan nya, saya pesan food bayar full,tetapi kumpulin pesanan saya dgn orang lain.woi gw bukan bayar hemat.",1,133,jelek banget sekarang pelayanan nya saya pesan food bayar fulltetapi kumpulin pesanan saya dgn orang lainwoi gw bukan bayar hemat,20
"server sering down saat2 genting, mohon petunjuk pengunaan",4,58,server sering down saat genting mohon petunjuk pengunaan,8
aplikasi sangat bagus pembayaran mudah,1,38,aplikasi sangat bagus pembayaran mudah,5
sangat mudah dan gampang. pokok nya oke lah buat apk gojek nya. dan buat para driver nya semangat yah😁,5,102,sangat mudah dan gampang pokok nya oke lah buat apk gojek nya dan buat para driver nya semangat yah,19
"update doang orderan nya g ada paya apk bgini mah ,",5,51,update doang orderan nya g ada paya apk bgini mah,10
"jaringan lancar, tiba-tiba error app gak bisa dibuka, sering bngt gangguan go-jek ni",1,84,jaringan lancar tibatiba error app gak bisa dibuka sering bngt gangguan gojek ni,13
"aplikasi bug, saya mau batalkan gojek plus tapi tombol pembatalannya sengaja dihilangkan/abu-abu. saat saya cari di bagian bawah menu langganan malah adanya tombol berlangganan warna abu abu dan tidak bisa dipencet. tolong matikan perpanjangan otomatis akun saya sekarang juga!",1,277,aplikasi bug saya mau batalkan gojek plus tapi tombol pembatalannya sengaja dihilangkanabuabu saat saya cari di bagian bawah menu langganan malah adanya tombol berlangganan warna abu abu dan tidak bisa dipencet tolong matikan perpanjangan otomatis akun saya sekarang juga,39
"pelayanan ramah, good",5,21,pelayanan ramah good,3
effektif dan effisien ga ribet cari parkir,5,42,effektif dan effisien ga ribet cari parkir,7
sangat membantu saat berpergian terutama yang tidak memiliki kendaraan probadi,5,78,sangat membantu saat berpergian terutama yang tidak memiliki kendaraan probadi,10
buruk murah banget,1,18,buruk murah banget,3
aplikasi sejuta ummat yg sangat bermanfaat,5,42,aplikasi sejuta ummat yg sangat bermanfaat,6
banyak membantu & mempermudah segala hal terima kasih!,5,54,banyak membantu mempermudah segala hal terima kasih,7
sangat bagus dan jelas pelayanan nya... tingkat kan agar menjadi lebih baik 🙏🙏🙏,5,79,sangat bagus dan jelas pelayanan nya tingkat kan agar menjadi lebih baik,12
"tolong itu driver yang bernama daniel santoso dengan plat nomor b5016key honda beat diberi sanksi. paket saya gosend instant berupa laptop tak sampai dengan alasan saya tidak bisa dihubungi tetapi dia mencari ig saya lalu dia dm saya dengan nada tinggi tidak sopan lalu saya telpon malah marah², mencaci dan maki saya, lalu dia blokir saya. saya sebagai konsumen dan tempat saya memesan paket merasa di rugikan dlm hal uang, waktu dan tenaga. tolong untuk drivernya lebih diperhatikan kembali.",1,493,tolong itu driver yang bernama daniel santoso dengan plat nomor bkey honda beat diberi sanksi paket saya gosend instant berupa laptop tak sampai dengan alasan saya tidak bisa dihubungi tetapi dia mencari ig saya lalu dia dm saya dengan nada tinggi tidak sopan lalu saya telpon malah marah mencaci dan maki saya lalu dia blokir saya saya sebagai konsumen dan tempat saya memesan paket merasa di rugikan dlm hal uang waktu dan tenaga tolong untuk drivernya lebih diperhatikan kembali,79
aplikasi nya ngebug ga ada tanda kirim file jadi ga bisa kirim nota ke kurirnya,1,79,aplikasi nya ngebug ga ada tanda kirim file jadi ga bisa kirim nota ke kurirnya,15
"sejauh ini masih bagus lah dari pelayanan, semoga lebih ditingkatkan lagi.",5,74,sejauh ini masih bagus lah dari pelayanan semoga lebih ditingkatkan lagi,11
gausah suru2 kasih makan kucing lah. notif berkali2 ganggu aja.. kucing alam nyata udah banyak ini nambah2 beban aja,1,116,gausah suru kasih makan kucing lah notif berkali ganggu aja kucing alam nyata udah banyak ini nambah beban aja,19
