text,rating,length,clean_text,word_count,normalized_text,tokens,final_text
sangat memuaskan layanannya.,5,28,sangat memuaskan layanannya,3,sangat memuaskan layanannya,"['sangat', 'muas', 'layan']",sangat muas layan
wow ini bagus banget malah murah lagi pokok nya bagus bnget dah,5,63,wow ini bagus banget malah murah lagi pokok nya bagus bnget dah,12,wow ini bagus banget malah murah lagi pokok nya bagus bnget dah,"['wow', 'bagus', 'banget', 'malah', 'murah', 'pokok', 'nya', 'bagus', 'bnget', 'dah']",wow bagus banget malah murah pokok nya bagus bnget dah
makanan lengkap hanya biaya pengiriman terlalu mahal harap bisa di turunkan ya,3,78,makanan lengkap hanya biaya pengiriman terlalu mahal harap bisa di turunkan ya,12,makanan lengkap hanya biaya pengiriman terlalu mahal harap bisa di turunkan ya,"['makan', 'lengkap', 'biaya', 'kirim', 'terlalu', 'mahal', 'harap', 'turun']",makan lengkap biaya kirim terlalu mahal harap turun
"kirain cuma sekali dua kali, ternyata sistem top up gopay dirubah ya kalo lewat m-banking. biaya admin bukan dari bank lagi tapi saldo yg masyj kr gopay yg dipotong!! top up 100 ribu biaya admin ga ada pas cek kenapa saldo yg masuk cuma 98-99k!!",1,245,kirain cuma sekali dua kali ternyata sistem top up gopay dirubah ya kalo lewat mbanking biaya admin bukan dari bank lagi tapi saldo yg masyj kr gopay yg dipotong top up ribu biaya admin ga ada pas cek kenapa saldo yg masuk cuma k,44,kirain cuma sekali dua kali ternyata sistem top up gopay dirubah ya kalo lewat mbanking biaya admin bukan dari bank lagi tapi saldo yg masyj kr gopay yg dipotong top up ribu biaya admin tidak ada pas cek kenapa saldo yg masuk cuma k,"['kirain', 'cuma', 'sekali', 'kali', 'nyata', 'sistem', 'top', 'up', 'gopay', 'rubah', 'kalo', 'lewat', 'mbanking', 'biaya', 'admin', 'bukan', 'bank', 'saldo', 'yg', 'masyj', 'kr', 'gopay', 'yg', 'potong', 'top', 'up', 'ribu', 'biaya', 'admin', 'pas', 'cek', 'saldo', 'yg', 'masuk', 'cuma', 'k']",kirain cuma sekali kali nyata sistem top up gopay rubah kalo lewat mbanking biaya admin bukan bank saldo yg masyj kr gopay yg potong top up ribu biaya admin pas cek saldo yg masuk cuma k
"permainan baloknya kek nipu. soalnya pas skor udah 500 katanya ada sktivitas tidak wajar terdeteksi, hadiah ga bisa diambil wkwkwk",2,130,permainan baloknya kek nipu soalnya pas skor udah katanya ada sktivitas tidak wajar terdeteksi hadiah ga bisa diambil wkwkwk,19,permainan baloknya kek nipu soalnya pas skor udah katanya ada sktivitas tidak wajar terdeteksi hadiah tidak bisa diambil wkwkwk,"['main', 'balok', 'kek', 'nipu', 'soal', 'pas', 'skor', 'udah', 'kata', 'sktivitas', 'wajar', 'deteksi', 'hadiah', 'ambil', 'wkwkwk']",main balok kek nipu soal pas skor udah kata sktivitas wajar deteksi hadiah ambil wkwkwk
"apk aneh, percuma ngasih voucher potongan harga kalau drivernya gak ada yang mau,dan ada yang marah malahan,jd buat apa sih dikasih tu diskon",1,141,apk aneh percuma ngasih voucher potongan harga kalau drivernya gak ada yang maudan ada yang marah malahanjd buat apa sih dikasih tu diskon,23,apk aneh percuma ngasih voucher potongan harga kalau drivernya gak ada yang maudan ada yang marah malahanjd buat apa sih dikasih tu diskon,"['apk', 'aneh', 'percuma', 'ngasih', 'voucher', 'potong', 'harga', 'kalau', 'drivernya', 'gak', 'maudan', 'marah', 'malahanjd', 'buat', 'apa', 'sih', 'kasih', 'tu', 'diskon']",apk aneh percuma ngasih voucher potong harga kalau drivernya gak maudan marah malahanjd buat apa sih kasih tu diskon
"sangat membantu, harga terjangkau",5,33,sangat membantu harga terjangkau,4,sangat membantu harga terjangkau,"['sangat', 'bantu', 'harga', 'jangkau']",sangat bantu harga jangkau
"ini juga, main bolak balok sudah skor 500, malah ada keterangan ""aktivitas tidak wajar"". kepala kamu gak wajar. ngasih uang receh 10 rupiah aja dipersulit. percuma update tapi kayak gini gak becus diperbaiki. saya main pakai otak saya sendiri gak pakai bot. main game udah jujur tapi disabotase terus",1,300,ini juga main bolak balok sudah skor malah ada keterangan aktivitas tidak wajar kepala kamu gak wajar ngasih uang receh rupiah aja dipersulit percuma update tapi kayak gini gak becus diperbaiki saya main pakai otak saya sendiri gak pakai bot main game udah jujur tapi disabotase terus,47,ini juga main bolak balok sudah skor malah ada keterangan aktivitas tidak wajar kepala kamu gak wajar ngasih uang receh rupiah saja dipersulit percuma update tapi kayak gini gak becus diperbaiki saya main pakai otak saya sendiri gak pakai bot main game udah jujur tapi disabotase terus,"['main', 'bolak', 'balok', 'skor', 'malah', 'terang', 'aktivitas', 'wajar', 'kepala', 'kamu', 'gak', 'wajar', 'ngasih', 'uang', 'receh', 'rupiah', 'sulit', 'percuma', 'update', 'kayak', 'gin', 'gak', 'becus', 'baik', 'main', 'pakai', 'otak', 'sendiri', 'gak', 'pakai', 'bot', 'main', 'game', 'udah', 'jujur', 'sabotase', 'terus']",main bolak balok skor malah terang aktivitas wajar kepala kamu gak wajar ngasih uang receh rupiah sulit percuma update kayak gin gak becus baik main pakai otak sendiri gak pakai bot main game udah jujur sabotase terus
"lucu ya, ngasih paylater limit besar ,tapi giliran rajin pakai di blokir wkwkwkkw, aneh.kalau takut gak usa kasih limit biar gak di pakai",5,137,lucu ya ngasih paylater limit besar tapi giliran rajin pakai di blokir wkwkwkkw anehkalau takut gak usa kasih limit biar gak di pakai,23,lucu ya ngasih paylater limit besar tapi giliran rajin pakai di blokir wkwkwkkw anehkalau takut gak usa kasih limit biar gak di pakai,"['lucu', 'ngasih', 'paylater', 'limit', 'besar', 'gilir', 'rajin', 'pakai', 'blokir', 'wkwkwkkw', 'anehkalau', 'takut', 'gak', 'usa', 'kasih', 'limit', 'biar', 'gak', 'pakai']",lucu ngasih paylater limit besar gilir rajin pakai blokir wkwkwkkw anehkalau takut gak usa kasih limit biar gak pakai
"dear gojek . kalian begitu hebat kebohongan kalian dihadapan publik, sementara mitra2 kalian, diperas habis sampai ketulang2nya. dimana yg kalian bilang sdh berlaku adil sama mitra2 kalian. sistem pemeras darah mitra2 kalian.",1,225,dear gojek kalian begitu hebat kebohongan kalian dihadapan publik sementara mitra kalian diperas habis sampai ketulangnya dimana yg kalian bilang sdh berlaku adil sama mitra kalian sistem pemeras darah mitra kalian,31,dear gojek kalian begitu hebat kebohongan kalian dihadapan publik sementara mitra kalian diperas habis sampai ketulangnya dimana yg kalian bilang sdh berlaku adil sama mitra kalian sistem pemeras darah mitra kalian,"['dear', 'gojek', 'kalian', 'hebat', 'bohong', 'kalian', 'hadap', 'publik', 'mitra', 'kalian', 'peras', 'habis', 'tulang', 'yg', 'kalian', 'bilang', 'sdh', 'laku', 'adil', 'sama', 'mitra', 'kalian', 'sistem', 'peras', 'darah', 'mitra', 'kalian']",dear gojek kalian hebat bohong kalian hadap publik mitra kalian peras habis tulang yg kalian bilang sdh laku adil sama mitra kalian sistem peras darah mitra kalian
aku yakin makin kesini customer mu yang loyal itu akan pindah aplikasi lain. lu ngasih program yg sangat merugikan driver dan customer. setiap cs order dapat driver nya jauh. akhirnya driver gak gerak untuk jemput karena yang mereka dapat tarif dasar dri titik jemput ke tujuan 2.000/km. logikanya klo posisi driver 3km dari titik jemput lalu antar 4km yang mereka dapat 8ribu (dengan menempuh jarak 7km). jadi 8ribu di bagi 7km = rp 1.144/km itupun yang kata nya driver masih bayar program langcor.,1,499,aku yakin makin kesini customer mu yang loyal itu akan pindah aplikasi lain lu ngasih program yg sangat merugikan driver dan customer setiap cs order dapat driver nya jauh akhirnya driver gak gerak untuk jemput karena yang mereka dapat tarif dasar dri titik jemput ke tujuan km logikanya klo posisi driver km dari titik jemput lalu antar km yang mereka dapat ribu dengan menempuh jarak km jadi ribu di bagi km rp km itupun yang kata nya driver masih bayar program langcor,82,aku yakin makin kesini customer mu yang loyal itu akan pindah aplikasi lain lu ngasih program yg sangat merugikan driver dan customer setiap cs order dapat driver nya jauh akhirnya driver gak gerak untuk jemput karena yang mereka dapat tarif dasar dri titik jemput ke tujuan km logikanya klo posisi driver km dari titik jemput lalu antar km yang mereka dapat ribu dengan menempuh jarak km jadi ribu di bagi km rp km itupun yang kata nya driver masih bayar program langcor,"['aku', 'yakin', 'makin', 'kesini', 'customer', 'mu', 'loyal', 'pindah', 'aplikasi', 'lu', 'ngasih', 'program', 'yg', 'sangat', 'rugi', 'driver', 'customer', 'cs', 'order', 'driver', 'nya', 'jauh', 'akhir', 'driver', 'gak', 'gerak', 'jemput', 'tarif', 'dasar', 'dri', 'titik', 'jemput', 'tuju', 'km', 'logika', 'klo', 'posisi', 'driver', 'km', 'titik', 'jemput', 'lalu', 'antar', 'km', 'ribu', 'tempuh', 'jarak', 'km', 'jadi', 'ribu', 'km', 'rp', 'km', 'itu', 'kata', 'nya', 'driver', 'bayar', 'program', 'langcor']",aku yakin makin kesini customer mu loyal pindah aplikasi lu ngasih program yg sangat rugi driver customer cs order driver nya jauh akhir driver gak gerak jemput tarif dasar dri titik jemput tuju km logika klo posisi driver km titik jemput lalu antar km ribu tempuh jarak km jadi ribu km rp km itu kata nya driver bayar program langcor
"map sering gak bisa jalan jadi gak bisa pantau pesanan sampai mana,hemmmmmm",5,75,map sering gak bisa jalan jadi gak bisa pantau pesanan sampai manahemmmmmm,12,map sering gak bisa jalan jadi gak bisa pantau pesanan sampai manahemmmmmm,"['map', 'sering', 'gak', 'jalan', 'jadi', 'gak', 'pantau', 'pesan', 'manahemmmmmm']",map sering gak jalan jadi gak pantau pesan manahemmmmmm
"aplikasi layanan pengantaran yang sangat bagus dan juga harganya yang terjangkau juga cepat penjemputan maupun mengantarkan, aplikasi ok tanpa iklan tidak ribet",5,160,aplikasi layanan pengantaran yang sangat bagus dan juga harganya yang terjangkau juga cepat penjemputan maupun mengantarkan aplikasi ok tanpa iklan tidak ribet,22,aplikasi layanan pengantaran yang sangat bagus dan juga harganya yang terjangkau juga cepat penjemputan maupun mengantarkan aplikasi baik tanpa iklan tidak ribet,"['aplikasi', 'layan', 'antar', 'sangat', 'bagus', 'harga', 'jangkau', 'cepat', 'jemput', 'maupun', 'antar', 'aplikasi', 'baik', 'iklan', 'ribet']",aplikasi layan antar sangat bagus harga jangkau cepat jemput maupun antar aplikasi baik iklan ribet
ramah dan tidak ugal ugalan,5,27,ramah dan tidak ugal ugalan,5,ramah dan tidak ugal ugalan,"['ramah', 'ugal', 'ugalan']",ramah ugal ugalan
busukapk nya cs nya busuk juga ga bisa ngatasin masalah malah di biarinlaporan dari tanggal 16 sampe saat ini ga di bales cs nya buruk,1,134,busukapk nya cs nya busuk juga ga bisa ngatasin masalah malah di biarinlaporan dari tanggal sampe saat ini ga di bales cs nya buruk,24,busukapk nya cs nya busuk juga tidak bisa ngatasin masalah malah di biarinlaporan dari tanggal sampe saat ini tidak di bales cs nya buruk,"['busukapk', 'nya', 'cs', 'nya', 'busuk', 'ngatasin', 'masalah', 'malah', 'biarinlaporan', 'tanggal', 'sampe', 'bales', 'cs', 'nya', 'buruk']",busukapk nya cs nya busuk ngatasin masalah malah biarinlaporan tanggal sampe bales cs nya buruk
"semua jenis pelayanan baik driver, blanja makan minum juga saat di kota yang sdh tersedia belanja super marketnya, sangat memuaskan. tingkatkan terus inovasinya...",5,163,semua jenis pelayanan baik driver blanja makan minum juga saat di kota yang sdh tersedia belanja super marketnya sangat memuaskan tingkatkan terus inovasinya,23,semua jenis pelayanan baik driver blanja makan minum juga saat di kota yang sdh tersedia belanja super marketnya sangat memuaskan tingkatkan terus inovasinya,"['semua', 'jenis', 'layan', 'baik', 'driver', 'blanja', 'makan', 'minum', 'kota', 'sdh', 'sedia', 'belanja', 'super', 'marketnya', 'sangat', 'muas', 'tingkat', 'terus', 'inovasi']",semua jenis layan baik driver blanja makan minum kota sdh sedia belanja super marketnya sangat muas tingkat terus inovasi
nyari driver lambat,1,19,nyari driver lambat,3,nyari driver lambat,"['nyari', 'driver', 'lambat']",nyari driver lambat
mudah dan sangat membantu,5,25,mudah dan sangat membantu,4,mudah dan sangat membantu,"['mudah', 'sangat', 'bantu']",mudah sangat bantu
gojek emang keren pas di dompet mantul,5,38,gojek emang keren pas di dompet mantul,7,gojek emang keren pas di dompet mantap betul,"['gojek', 'emang', 'keren', 'pas', 'dompet', 'mantap', 'betul']",gojek emang keren pas dompet mantap betul
pelayanan sangat baik dan lengkap,5,33,pelayanan sangat baik dan lengkap,5,pelayanan sangat baik dan lengkap,"['layan', 'sangat', 'baik', 'lengkap']",layan sangat baik lengkap
luar biasa mantap,5,17,luar biasa mantap,3,luar biasa mantap,"['luar', 'biasa', 'mantap']",luar biasa mantap
"tidak sangat bagus,dibutuhkan tapi tidak direspon",1,49,tidak sangat bagusdibutuhkan tapi tidak direspon,6,tidak sangat bagusdibutuhkan tapi tidak direspon,"['sangat', 'bagusdibutuhkan', 'direspon']",sangat bagusdibutuhkan direspon
"sangat mengecewakan. awalnya merasa senang memakai aplikasi gojek untuk order makanan. tapi hari ini saya dapat pengalaman tdk menyenangkan. saya mengorder makanan dan membayar dengan gopay, alan tetapi driver tdk mengantarkan pesanan makanan kepada sy, sedangakna driver sdh menyelesiakan pesanan. sangat buruk.. hati² bagi yg mengorder dgn pembayaran gopay. jgn smpai mengalami pengalman seperti sy",5,400,sangat mengecewakan awalnya merasa senang memakai aplikasi gojek untuk order makanan tapi hari ini saya dapat pengalaman tdk menyenangkan saya mengorder makanan dan membayar dengan gopay alan tetapi driver tdk mengantarkan pesanan makanan kepada sy sedangakna driver sdh menyelesiakan pesanan sangat buruk hati bagi yg mengorder dgn pembayaran gopay jgn smpai mengalami pengalman seperti sy,55,sangat mengecewakan awalnya merasa senang memakai aplikasi gojek untuk order makanan tapi hari ini saya dapat pengalaman tidak menyenangkan saya mengorder makanan dan membayar dengan gopay alan tetapi driver tidak mengantarkan pesanan makanan kepada sy sedangakna driver sdh menyelesiakan pesanan sangat buruk hati bagi yg mengorder dengan pembayaran gopay jgn smpai mengalami pengalman seperti sy,"['sangat', 'kecewa', 'awal', 'rasa', 'senang', 'pakai', 'aplikasi', 'gojek', 'order', 'makan', 'hari', 'alam', 'senang', 'order', 'makan', 'bayar', 'gopay', 'alan', 'driver', 'antar', 'pesan', 'makan', 'sy', 'sedangakna', 'driver', 'sdh', 'menyelesiakan', 'pesan', 'sangat', 'buruk', 'hati', 'yg', 'order', 'bayar', 'gopay', 'jgn', 'smpai', 'alami', 'pengalman', 'sy']",sangat kecewa awal rasa senang pakai aplikasi gojek order makan hari alam senang order makan bayar gopay alan driver antar pesan makan sy sedangakna driver sdh menyelesiakan pesan sangat buruk hati yg order bayar gopay jgn smpai alami pengalman sy
"bintang 1 saja ,untuk permasalahan pembatalan pesanan go food masih jauh dari harapan mau membatalkan pesanan karena driver tidak tersedia di suruh nunggu ,30 -60menit dah hilang mut mau mkn nya",1,194,bintang saja untuk permasalahan pembatalan pesanan go food masih jauh dari harapan mau membatalkan pesanan karena driver tidak tersedia di suruh nunggu menit dah hilang mut mau mkn nya,29,bintang saja untuk permasalahan pembatalan pesanan go food masih jauh dari harapan mau membatalkan pesanan karena driver tidak tersedia di suruh nunggu menit dah hilang mut mau mkn nya,"['bintang', 'masalah', 'batal', 'pesan', 'go', 'food', 'jauh', 'harap', 'mau', 'batal', 'pesan', 'driver', 'sedia', 'suruh', 'nunggu', 'menit', 'dah', 'hilang', 'mut', 'mau', 'mkn', 'nya']",bintang masalah batal pesan go food jauh harap mau batal pesan driver sedia suruh nunggu menit dah hilang mut mau mkn nya
"gatau kenapa gojek di daerahku (jember kota) susah dapetnya, ga dapet² malah. padahal dulu lancar² aja. terus aku ganti ke apk gr.... langsung dapet gasampe 5 detik. tolong di perbaiki, waktu itu juga dapet driver yang ga pake helm & jaket gojek, dan juga pelayanannya terkesan cuek huaa.....akhirnya ku kasih bintang 1",1,319,gatau kenapa gojek di daerahku jember kota susah dapetnya ga dapet malah padahal dulu lancar aja terus aku ganti ke apk gr langsung dapet gasampe detik tolong di perbaiki waktu itu juga dapet driver yang ga pake helm jaket gojek dan juga pelayanannya terkesan cuek huaaakhirnya ku kasih bintang,49,gatau kenapa gojek di daerahku jember kota susah dapetnya tidak dapet malah padahal dulu lancar saja terus aku ganti ke apk gr langsung dapet gasampe detik tolong di perbaiki waktu itu juga dapet driver yang tidak pake helm jaket gojek dan juga pelayanannya terkesan cuek huaaakhirnya ku kasih bintang,"['gatau', 'gojek', 'daerah', 'jember', 'kota', 'susah', 'dapetnya', 'dapet', 'malah', 'padahal', 'dulu', 'lancar', 'terus', 'aku', 'ganti', 'apk', 'gr', 'langsung', 'dapet', 'gasampe', 'detik', 'baik', 'waktu', 'dapet', 'driver', 'pake', 'helm', 'jaket', 'gojek', 'layan', 'kes', 'cuek', 'huaaakhirnya', 'ku', 'kasih', 'bintang']",gatau gojek daerah jember kota susah dapetnya dapet malah padahal dulu lancar terus aku ganti apk gr langsung dapet gasampe detik baik waktu dapet driver pake helm jaket gojek layan kes cuek huaaakhirnya ku kasih bintang
aplikasi ok pertahankan 👍👍,5,26,aplikasi ok pertahankan,3,aplikasi baik pertahankan,"['aplikasi', 'baik', 'tahan']",aplikasi baik tahan
senang karena sangat membantu untuk ketempat tujuan,5,51,senang karena sangat membantu untuk ketempat tujuan,7,senang karena sangat membantu untuk ketempat tujuan,"['senang', 'sangat', 'bantu', 'tempat', 'tuju']",senang sangat bantu tempat tuju
